sender,receiver,number_of_characters,contains_urgent,contains_important,urgency_classification,send_date,send_time,claim_type,initial_priority,number_of_attachments,message_language
Electrician,Architect,138,False,False,not urgent and not important,2015-08-21,2015-08-20 15:57:22,technical,medium,0,English
Contractor,Developer,98,False,False,not urgent and not important,1999-11-24,1999-11-24 14:17:23,technical,medium,0,English
Contractor,Contractor,20,False,False,not urgent and not important,1999-04-07,1999-04-07 12:12:48,logistical,medium,0,Spanish
electrician,electrician,11,False,False,not urgent and not important,2019-10-15,2019-10-15 15:38:30,logistical,low,0,English
Insurance,Insurance,37,False,False,not urgent and important,2013-07-09,2013-07-09 02:05:03,technical,medium,0,English
Architect,Insurance,11,False,False,urgent and not important,1995-02-20,1995-02-20 01:46:01,administrative,medium,0,French
Engineer,Client,217,False,False,not urgent and not important,2021-03-23,2021-03-23 10:40:00,technical,medium,0,English
Electrician,Architect,111,False,False,not urgent and not important,1992-03-20,1992-03-20 14:06:55,technical,medium,0,English
Contractor,Client,484,False,False,not urgent and not important,2019-09-26,2019-09-26 16:54:57,administrative,low,0,English
electrician,Electrician,30,False,False,not urgent and not important,2016-06-06,2016-06-06 10:53:14,technical,medium,0,English
Electrician,Electrician,88,False,False,not urgent and not important,1986-06-06,1986-06-06 04:22:22,administrative,high,0,German
Electrician,Electrician,127,False,False,not urgent and not important,1967-10-29,1967-10-29 09:40:08,technical,low,0,English
Architect,Subcontractor,106,False,False,not urgent and not important,2014-10-24,2014-10-23 14:02:32,logistical,low,0,English
superintendent,superintendent,115,False,False,not urgent and not important,2001-09-14,2001-09-14 18:50:32,technical,medium,0,English
architect,contractor,60,True,False,not urgent and not important,1996-04-04,1996-04-04 06:47:34,administrative,high,0,French
Electrician,Architect,74,False,False,not urgent and not important,1997-02-02,1997-02-02 04:11:38,administrative,low,0,Spanish
Electrician,Architect,20,True,False,not urgent and important,1996-05-08,1996-05-08 10:29:00,technical,high,0,German
Architect,Electrician,101,False,False,not urgent and not important,1996-03-25,1996-03-25 16:14:34,technical,medium,0,English
Design Architect,Architect,100,False,False,not urgent and not important,2021-08-31,2021-08-31 15:31:41,administrative,medium,0,English
Architect,Electrician,172,False,False,not urgent and not important,2018-06-15,2018-06-15 19:41:46,financial,low,1,English
Architect,Corporate,233,False,False,not urgent and not important,2018-09-11,2018-09-10 23:06:44,technical,medium,0,English
Architect,Electrician,127,False,False,not urgent and important,2020-10-19,2020-10-19 10:54:16,logistical,medium,0,French
General Contractor,Owner,267,False,False,not urgent and not important,1967-01-27,1967-01-27 12:43:28,administrative,low,0,English
architect,architect,280,False,False,not urgent and not important,2010-03-12,2010-03-12 14:27:34,administrative,low,0,Spanish
Electrical,Architect,67,False,False,not urgent and not important,2017-04-16,2017-04-16 11:21:47,administrative,high,0,English
Engineer,Architect,101,False,False,not urgent and not important,2017-10-22,2017-10-22 11:43:57,financial,medium,0,Spanish
Electrician,Project Manager,272,False,False,not urgent and not important,2020-09-28,2020-09-28 16:06:23,technical,high,0,English
Electrician,Electrician,58,False,False,not urgent and not important,1996-01-23,1996-01-23 11:54:30,technical,medium,0,Spanish
Contractor,Architect,425,False,True,not urgent and important,1983-06-22,1983-06-22 17:50:18,logistical,low,0,English
Electrical,Architect,141,False,False,not urgent and not important,2014-08-19,2014-08-19 20:31:06,technical,medium,0,English
Electrical,Electrical,118,False,False,not urgent and not important,1998-02-06,1998-02-06 02:02:52,logistical,low,0,English
electrician,electrician,30,False,False,not urgent and not important,2019-07-25,2019-07-25 15:36:44,technical,medium,0,English
electrician,electrician,60,False,False,not urgent and not important,1992-02-23,1992-02-23 17:09:41,technical,medium,0,English
Architect,Architect,105,False,False,not urgent and not important,1996-04-23,1996-04-23 17:47:08,administrative,low,0,English
Architect,Electrician,145,False,False,not urgent and not important,2023-03-14,2023-03-14 16:54:59,administrative,low,0,Spanish
Architect,Electrician,221,False,False,not urgent and not important,1996-08-20,1996-08-20 15:45:25,technical,low,0,English
Contractor,Manager,355,False,False,not urgent and not important,1992-08-17,1992-08-17 15:10:27,technical,low,0,English
Architect,Electrician,14,False,False,not urgent and not important,1999-07-21,1999-07-21 12:52:48,logistical,medium,0,French
Electrician,Electrician,31,False,False,not urgent and not important,2019-06-11,2019-06-11 13:42:57,technical,medium,0,English
electrician,architect,113,False,False,not urgent and not important,2022-02-14,2022-02-14 04:08:36,technical,high,0,English
Architect,Electrician,170,False,False,not urgent and not important,2018-09-03,2018-09-03 14:38:26,logistical,medium,1,English
electrician,electrician,65,False,False,not urgent and not important,2017-05-01,2017-05-01 14:59:25,technical,medium,0,Spanish
Engineer,Contractor,33,False,False,not urgent and not important,1990-05-02,1990-05-02 04:31:32,logistical,low,0,English
Architect,Architect,127,False,False,not urgent and not important,1991-05-20,1991-05-20 10:40:34,administrative,low,0,German
insurance,insurance,169,False,False,not urgent and not important,2020-05-04,2020-05-04 09:40:42,administrative,medium,0,English
architect,architect,260,False,False,urgent and not important,2020-04-16,2020-04-16 17:34:51,technical,high,0,English
Electrician,Architect,33,False,False,not urgent and not important,1994-04-18,1994-04-18 10:42:25,technical,medium,0,French
General Contractor,General Contractor,149,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,low,0,English
Electrician,Architect,34,False,False,not urgent and not important,1986-06-05,1986-06-05 00:00:00,technical,low,0,English
Engineer,Architect,104,False,False,not urgent and not important,2019-05-29,2019-05-29 06:41:58,technical,medium,0,English
Project Manager,Subcontractor,193,False,False,not urgent and not important,2019-05-15,2019-05-15 08:00:44,administrative,medium,0,English
Architect,Electrician,139,False,False,not urgent and not important,1969-07-31,1969-07-31 13:46:59,technical,low,0,English
Client,Contractor,229,False,False,not urgent and not important,2011-03-15,2011-03-14 19:25:14,logistical,low,0,English
Contractor,Owner,81,False,False,not urgent and not important,2019-05-24,2019-05-24 15:17:48,administrative,medium,0,Spanish
Electrician,Electrician,257,False,True,not urgent and important,1991-06-25,1991-06-25 09:54:34,technical,low,0,English
Architect,Architect,110,False,False,not urgent and not important,2021-01-22,2021-01-22 16:46:03,technical,low,0,English
Electrical Subcontractor,Architect,178,False,False,not urgent and not important,2017-04-28,2017-04-28 07:04:27,logistical,low,0,English
General Contractor,Subcontractor,229,False,False,not urgent and important,2019-03-21,2019-03-21 13:05:05,technical,medium,0,French
Contractor,Project Manager,174,False,False,not urgent and not important,2017-10-09,2017-10-09 11:01:18,logistical,medium,0,Spanish
Architect,Electrician,226,False,False,not urgent and not important,2019-12-31,2019-12-31 13:12:25,technical,medium,0,German
Contractor,Architect,212,False,False,not urgent and not important,2019-06-26,2019-06-26 08:44:51,financial,low,0,Spanish
Owner,Contractor,48,False,False,not urgent and not important,1980-03-28,1980-03-28 00:00:00,technical,medium,0,Spanish
Groundwork,Architect,153,False,False,not urgent and not important,2021-04-09,2021-04-09 18:51:03,logistical,medium,0,English
Architect,Architect,351,False,False,not urgent and not important,1990-06-14,1990-06-14 10:05:45,financial,medium,0,English
Designer,Client,59,False,False,not urgent and not important,2018-06-12,2018-06-12 14:26:24,technical,low,0,English
architect,architect,214,False,False,not urgent and important,1994-11-03,1994-11-03 12:51:31,technical,low,0,English
Architect,Architect,316,False,False,not urgent and not important,1989-03-23,1989-03-23 15:10:31,technical,medium,0,English
electrician,architect,43,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,medium,0,English
architect,Architect,92,False,False,not urgent and not important,1995-03-29,1995-03-29 17:17:58,administrative,low,0,English
Architect,Contractor,193,False,False,urgent and not important,1996-09-02,1996-09-02 21:46:52,technical,medium,0,Spanish
Electrician,Electrician,24,False,False,not urgent and not important,2016-05-14,2016-05-14 10:49:42,administrative,medium,0,English
Architect,Architect,163,True,False,not urgent and not important,1985-05-28,1985-05-28 17:05:18,technical,medium,1,English
Electrician,Architect,39,False,False,not urgent and not important,2021-02-16,2021-02-16 15:20:43,technical,medium,0,English
Electrician,Electrician,56,False,False,not urgent and not important,1970-01-17,1970-01-17 00:00:00,technical,medium,0,Spanish
electrician,electrician,103,False,False,not urgent and not important,1980-03-05,1980-03-05 15:23:26,technical,medium,0,English
Electrician,Designer,68,False,False,not urgent and not important,1995-08-18,1995-08-18 23:24:15,technical,high,0,German
Electrician,Architect,191,False,False,not urgent and not important,1996-07-10,1996-07-10 17:11:03,technical,medium,0,English
Electrician,Architect,27,False,False,not urgent and not important,1999-04-14,1999-04-14 09:52:12,technical,medium,0,Spanish
Electrician,Property Manager,127,False,True,not urgent and important,1997-12-18,1997-12-18 13:25:08,administrative,medium,1,English
Contractor,Engineer,81,False,False,not urgent and not important,2019-06-21,2019-06-21 12:02:44,administrative,medium,2,English
Electrician,Contractor,4,False,False,not urgent and not important,1998-05-13,1998-05-13 10:58:18,administrative,high,0,Spanish
electrician,architect,50,False,False,not urgent and not important,1929-05-12,1929-05-12 16:49:00,technical,high,0,Spanish
architect,consultant,2,False,False,not urgent and not important,2018-06-07,2018-06-07 09:01:47,financial,medium,0,Spanish
contractor,owner,81,False,True,not urgent and important,2018-10-01,2018-10-01 05:14:56,administrative,high,0,English
Electrician,Electrician,45,False,False,not urgent and not important,2020-07-07,2020-07-07 15:24:04,technical,medium,0,English
Project Manager,Engineer,129,False,True,not urgent and important,1997-04-28,1997-04-28 09:43:11,technical,high,0,English
Construction Manager,Insurance,201,False,False,not urgent and not important,2017-11-13,2017-11-13 00:47:49,logistical,low,0,English
electrician,electrician,218,False,False,not urgent and important,2020-08-06,2020-08-06 08:52:19,logistical,low,0,English
Electrician,Electrician,209,False,False,not urgent and not important,2021-06-28,2021-06-28 16:19:22,logistical,high,0,English
Owner,Owner,13,False,False,not urgent and not important,2010-12-20,2010-12-20 02:11:42,technical,medium,0,Spanish
Owner,Architect,481,False,False,not urgent and not important,1955-01-24,1955-01-24 15:31:21,technical,medium,0,English
Contractor,Owner,345,False,False,not urgent and not important,1992-10-08,1992-10-08 16:36:30,logistical,low,0,English
Architect,Superintendent,17,False,False,not urgent and not important,1970-01-17,1970-01-17 00:00:00,administrative,low,0,English
Customer,Contractor,26,False,False,not urgent and not important,2018-02-06,2018-02-06 08:29:50,administrative,high,0,Spanish
Architect,Electrician,44,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,high,0,English
Project Manager,Engineer,187,False,False,not urgent and not important,1997-09-13,1997-09-13 10:36:26,technical,medium,0,English
Architect,Contractor,16,False,False,not urgent and not important,1970-01-01,1970-01-01 00:00:00,technical,medium,0,English
Architect,Architect,153,False,False,not urgent and not important,1994-08-30,1994-08-30 15:50:18,logistical,medium,0,English
architect,electrician,13,False,False,not urgent and important,1951-06-16,1951-06-16 04:48:09,logistical,medium,0,English
Contractor,Contractor,115,False,True,not urgent and important,2019-08-29,2019-08-29 10:30:39,administrative,high,0,English
Consultant,Consultant,124,False,False,not urgent and not important,2019-06-19,2019-06-19 13:07:55,technical,medium,0,Spanish
Architect,Electrician,370,False,True,not urgent and important,1961-01-01,1961-01-01 13:58:16,administrative,low,0,French
architect,electrician,159,False,False,not urgent and not important,2017-01-02,2017-01-02 20:59:43,technical,low,0,English
architect,electrician,74,False,False,not urgent and not important,1975-10-18,1975-10-18 09:53:18,technical,high,0,English
